titleRestaurant,adress,information,kitchens,number_of_comments,phoneNumber,price,score,special_types_of_diets,average_price,price_min
Kalamar Restaurant,"Capariz Sok No.15, İstanbul 34130 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Deniz Mahsülleri, Akdeniz, Türk",264,517 1849,177-355,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",266.0,266.0
Adanalı Hasan Kolcuoğlu,"Küçükbakkalköy Mah. Dereboyu Cd. Emel Sk. No: 7/B Ataşehir, İstanbul Türkiye,İnternet sitesi,Menü","Barbekü,Türk","Öğle Yemeği, Akşam Yemeği",28,+90 216 573 89 89,,3.5,"Rezervasyonlar, Masaya Servis, Tekerlekli Sandalye İle Erişim",255.0,255.0
Foça Balık,"Sahil Yolu, Turgut Özal Bulvarı No: 93 Küçükyalı, Maltepe, İstanbul 34841 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Deniz Mahsülleri, Akdeniz, Türk, Yunan",109,+90 216 519 86 86,142-355,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",248.5,248.5
Pehlivan Lokantaları,"Abidei Hürriyet Cad. No: 139 Şişli, İstanbul Türkiye,İnternet sitesi","Türk,Vejetaryen Dostu,Helal","Vejetaryen Dostu, Helal",63,+90 212 230 40 70,,3.5,"Akşam Yemeği, Öğle Yemeği",248.5,248.5
Mimar Sinan Tarihi Süleymaniye Kuru Fasulyecisi,"Suleymaniye Mah. Prof. Siddik Sami Onar Cad. No:29-37,Fatih Suleymaniye Camii Onu, İstanbul Türkiye,İnternet sitesi","Kafe,Türk","Öğle Yemeği, Kahvaltı",44,+90 212 511 92 68,,3.5,"Oturma, Masaya Servis",248.5,248.5
Çağıl Ev Yemekleri,"Bahçelievler Mahallesi, Engin Caddesi No: 1 Üsküdar, Çengelköy, İstanbul Türkiye,İnternet sitesi",Türk,Türk,18,+90 216 462 49 41,142-355,3.5,"İçecekler, Kahvaltı, Öğle Yemeği, Akşam Yemeği",248.5,248.5
Sultana's 1001 Nights Show,"Elmadag Mah. Cumhuriyet Cad. No:40/D Sisli Merkez, Sisli, İstanbul Türkiye,İnternet sitesi,Menü",Türk,"Akşam Yemeği, Gece Eğlencesi",26,2193904,,3.5,"Oturma, Alkol Var, Rezervasyonlar, Masaya Servis",248.0,248.0
Adana İl Sınırı Ocakbaşı,"Harbiye Mahallesi, Mim Kemal Öke Cd. No 14A, İstanbul 34433 Türkiye,İnternet sitesi","Barbekü,Türk,Mangal","Barbekü, Türk, Mangal",17,+90 544 916 01 01,106-355,3.5,Helal,230.5,230.5
Fayton Restaurant,"Rihtim Cad. Tayyareci Sami Sok. No:2 Kadikoy Merkez, Kadikoy, İstanbul Türkiye,İnternet sitesi","Türk,Yunan","Öğle Yemeği, Akşam Yemeği",23,+90 3460088,,3.5,Rezervasyonlar,213.0,213.0
Yildiz Teknik Universitesi Hisar Tesisleri,"Rumeli Hisari Mah. Salih Bey Sok. No:6 Rumelihisari, Sariyer, İstanbul Türkiye,İnternet sitesi,Menü",Uluslararası,Akşam Yemeği,10,2877045,,3.5,Rezervasyonlar,208.5,208.5
Süt Yumurta Reçel ,"Ali Suavi Sokak No:30 Bahariye / Kadıköy, İstanbul 34714 Türkiye,İnternet sitesi,Menü","Türk,Vejetaryen Dostu,Vegan Seçenekleri",Türk,13,+90 216 330 96 26,156-248,3.5,"Vejetaryen Dostu, Vegan Seçenekleri",202.0,202.0
Jumbo Künefe,"Postane Mah. Cumhuriyet Cad. No 17 Sahil Yolu Tuzla, İstanbul 34944 Türkiye,İnternet sitesi,Menü",Türk,"Öğle Yemeği, Akşam Yemeği",6,+90 216 606 27 41,,3.5,"Paket Yemek, Açık Havada Oturma, Kredi Kartı Geçerli, Masaya Servis, Aile tarzı",201.0,201.0
Özgür Sef,"Kalamış Fener Caddesi  No: 38 Kadıköy, Wyndham Grand İstanbul Kalamış Marina Hotel Altı, İstanbul 34726 Türkiye,İnternet sitesi,Menü","Biftek Restoranı,Barbekü,Türk",Akşam Yemeği,111,+90 216 550 04 04,,3.5,"Rezervasyonlar, Oturma, Masaya Servis",200.0,200.0
Sushico,"Buyukdere Cad. Kanyon Alisveris Merkezi No:185 K:K1 D:177 Levent, Besiktas, İstanbul Türkiye,İnternet sitesi,Menü","Japon,Suşi,Asya","Öğle Yemeği, Akşam Yemeği",47,3530970,,3.5,Rezervasyonlar,200.0,200.0
Hardal Atakoy Marina,"Atakoy Marina Sahil Yolu, İstanbul 34158 Türkiye,İnternet sitesi",Uluslararası,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch",24,+90 212 550 78 00,,3.5,Rezervasyonlar,200.0,200.0
Rota Restaurant,"Cafer Ağa Mah. Güneşli Bahçe Sok. 29/1A Kadıköy, İstanbul Türkiye,İnternet sitesi",Türk,"Öğle Yemeği, Akşam Yemeği",10,+90 216 330 71 44,,3.5,"Rezervasyonlar, Oturma, Masaya Servis",200.0,200.0
Endam,"Bereketzade Mah. Bankalar Cad. Voyvoda Sok. No: 2/1 Beyoğlu, The Purl Hotel, İstanbul 34420 Türkiye,İnternet sitesi,Menü","Akdeniz,Türk","Türk, Akdeniz",6,+90 530 382 38 22,100-300,3.5,"Akşam Yemeği, Gece Eğlencesi, İçecekler",200.0,200.0
Orient Express Restaurant,"Sirkeci Gar İstasyon Cad. No:2 Sirkeci, Fatih, İstanbul Türkiye,İnternet sitesi","Avrupa,Türk","Türk, Avrupa",195,+90 212 522 22 80,142-248,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",195.0,195.0
Gurkan Sef Steakhouse Nisantasi,"Teşvikiye Mahallesi, Vali Konağı Caddesi 96/A, Nişantaşı, ŞİŞLİ, İstanbul 34365 Türkiye,İnternet sitesi,Menü","Biftek Restoranı,Fast Food,Barbekü","Biftek Restoranı, Türk, Fast Food, Barbekü, Mangal",115,+90 212 291 58 25,80-300,3.5,Helal,190.0,190.0
Epope Cafe & Restaurant,"Mecidiye Mah. Degirmen Sok. No:5 Ortakoy, Besiktas, İstanbul Türkiye,İnternet sitesi",Uluslararası,Akşam Yemeği,17,2588937,,3.5,"Rezervasyonlar, Masaya Servis",188.0,188.0
Alaçatı Muhallebicisi Tuzla Sahil,"Cami mahallesi, Cumhuriyet caddesi 135/1 Tuzla Sahil, İstanbul 34940 Türkiye,İnternet sitesi,Menü","Kafe,Akdeniz","Kafe, Akdeniz",12,+90 216 446 66 60,113-248,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch",180.5,180.5
Münhasır Döner & Kebap,"Hüseyinağa Mahallesi, İstiklal Cd. No: 62 Beyoğlu, Halep Pasajı, İstanbul 34435 Türkiye,İnternet sitesi,Menü","Barbekü,Türk,Ortadoğu","Barbekü, Türk, Ortadoğu",268,+90 541 249 80 13,40-320,3.5,Helal,180.0,180.0
Filizler Köftecisi Üsküdar,"Salacak Sahilili (Kız Kulesi Karşısı) Üsküdar, İstanbul 34672 Türkiye,İnternet sitesi","Biftek Restoranı,Türk,Helal","Biftek Restoranı, Türk",411,+90 216 342 00 00,71-284,3.5,Helal,177.5,177.5
İhtiyar Balıkçı,"Liman sokak No:5 Yeşilköy Marina, İstanbul 34149 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Deniz Mahsülleri, Akdeniz, Türk",28,+90 212 574 22 78,100-250,3.5,"Öğle Yemeği, Akşam Yemeği, İçecekler",175.0,175.0
Kirinti,"Bebek Mah. Cevdet Pasa Cad. No:35 Bebek, Besiktas, İstanbul Türkiye,İnternet sitesi","Bar,Uluslararası,Vejetaryen Dostu",Vejetaryen Dostu,44,2576727,,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch, İçecekler",170.0,170.0
Barış Büfe,"Bağdat Cad. No: 353/B Şaşkınbakkal,  Kadıköy, İstanbul Türkiye,İnternet sitesi",Fast Food,"Öğle Yemeği, Kahvaltı",15,+90 216 358 41 02,,3.5,Oturma,165.0,165.0
otto,"Asmalı Mescid, İstanbul Türkiye,İnternet sitesi","İtalyan,Bar,Pizza",Vejetaryen Dostu,75,2927015,,3.5,"Öğle Yemeği, Akşam Yemeği, Kahvaltı, Brunch, Gece Eğlencesi, İçecekler",162.5,162.5
Köşkeroğlu Kebap,"Mumhane Cad. No:2 D:2 Beyoğlu Karaköy, İstanbul Türkiye,İnternet sitesi","Türk,Helal",Türk,194,2431591,20-300,3.5,Helal,160.0,160.0
Güler Ocakbaşı,"Gazeteciler Mah. Keskin Kalem Sok. No:37 D:1 Esentepe, Şişli Cumhuriyet Cad Babil Sok No:37 Sisli-Istanbul, İstanbul 34360 Türkiye,İnternet sitesi,Menü","Barbekü,Türk,Helal","Türk, Barbekü",30,(0212)2411866-2334920,142-177,3.5,Helal,159.5,159.5
Birbey,"Kocamustafapaşa Mahallesi, Kocamustafapaşa Caddesi No: 127/A Fatih, İstanbul Türkiye,İnternet sitesi,Menü","Akdeniz,Türk,Mangal","Akdeniz, Türk, Mangal, Lokanta",7,+90 212 632 54 48,35-284,3.5,"İçecekler, Kahvaltı, Öğle Yemeği, Akşam Yemeği",159.5,159.5
Çarşı Baklava,"Mollafenari, Vezirhan Cd. No:59, İstanbul 34120 Türkiye,İnternet sitesi,Menü",Türk,Türk,3,+90 530 547 85 77,5-300,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",152.5,152.5
Cajun Cafe Brasserie,"Gümüşsuyu Mahallesi, Sıraselviler Caddesi No: 1 Taksim, Beyoğlu, Innpera Hotel, İstanbul Türkiye,İnternet sitesi","Fransız,Uluslararası","Kahvaltı, Öğle Yemeği, Akşam Yemeği",13,+90 212 252 96 00,,3.5,"Rezervasyonlar, Oturma, Masaya Servis",150.0,150.0
Karadeniz Aile Pide Ve Kebap Salonu,"Divanyolu Caddesi Hacı Tahsinbey Sokak, İstanbul Türkiye,İnternet sitesi","Türk,Vegan Seçenekleri",Vegan Seçenekleri,55,+90 212 522 91 91,,3.5,"Oturma, Masaya Servis, Tekerlekli Sandalye İle Erişim",149.0,149.0
Karaköy Dedem Afrodit Balık Restaurant,"Kemankeş Mah. Rıhtım Cad. No: 25 Karaköy, Beyoğlu, İstanbul 34000 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Türk","Deniz Mahsülleri, Akdeniz, Türk",17,+90 212 249 07 86,90-200,3.5,Akşam Yemeği,145.0,145.0
Mio galata,"Yeni Galata Köprüsü Altı.No: KH 1, İstanbul Türkiye,İnternet sitesi","Bar,Uluslararası,Akdeniz","Bar, Uluslararası, Akdeniz, Avrupa, Türk, Bar",83,+90 212 243 95 01,71-213,3.5,Vejetaryen Dostu,142.0,142.0
Ziya Şark Sofrası,"Şenlikköy Mah. Yeşilköy Halkalı Cad. No : 8 Florya, Bakırköy, İstanbul 34153 Türkiye,İnternet sitesi,Menü","Türk,Mangal,Lokanta","Türk, Mangal, Lokanta, Arap",62,+90 212 663 88 40,106-177,3.5,"Akşam Yemeği, Kahvaltı, Öğle Yemeği, Brunch, Gece Eğlencesi, İçecekler",141.5,141.5
Istanbul Balik Restaurant,"Yeni Galata Köprüsü Altı, Karaköy Boğaz Tarafı No: 15 Karaköy, İstanbul 34425 Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Akdeniz,Avrupa",Vejetaryen Dostu,379,+90 212 293 23 46,,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi, İçecekler",138.5,138.5
Piola Istanbul,"Esentepe Yıldızposta Cad. No. 29 Esentepe, İstanbul 34394 Türkiye,İnternet sitesi","İtalyan,Pizza,Avrupa","İtalyan, Pizza, Avrupa",67,+90 212 337 30 70,64-213,3.5,"Vejetaryen Dostu, Vegan Seçenekleri",138.5,138.5
Koyum Pide,"Moda Cad. No:166/C Moda, Kadikoy, İstanbul Türkiye,İnternet sitesi,Menü",Türk,"Öğle Yemeği, Akşam Yemeği",56,3450909,,3.5,"Paket Yemek, Oturma, Masaya Servis",138.5,138.5
Aruna Restaurant & Cafe,"Eminönü, Yeni Galata Köprüsü Altı, Boğaz Tarafı No: 6, İstanbul Türkiye,İnternet sitesi,Menü","Kafe,Akdeniz,Avrupa",Helal,133,+90 212 511 47 70,,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi, İçecekler",137.5,137.5
Midpoint,"Abdi İpekçi Cad. Kızılkaya Apt. No:59 Nişantaşı, İstanbul Türkiye,İnternet sitesi,Menü",Vejetaryen Dostu,"Öğle Yemeği, Kahvaltı, Akşam Yemeği, Gece Eğlencesi",128,+90 212 219 94 01,,3.5,"Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Tüm İçkiler, Masaya Servis",134.5,134.5
Sefahathane,"İstiklal Caddesi, Atlas Pasajı No:131-5/6 Beyoğlu, Taksim, İstanbul 34431 Türkiye,İnternet sitesi",Fast Food,Fast Food,7,+90 212 251 22 45,21-248,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi, İçecekler",134.5,134.5
Şişmanın Yeri,"Akbaba Mahallesi Fener Cadde No:60/A Beykoz Gümüşsuyu, İstanbul 34820 Türkiye,İnternet sitesi",Türk,Akşam Yemeği,3,+90 216 320 45 45,,3.5,Rezervasyonlar,134.5,134.5
Restaurant 24,"Serdar-ı Ekrem Sokak No: 24 Georges Hotel Galata, İstanbul 34425 Türkiye,İnternet sitesi","Akdeniz,Türk,Ortadoğu","Akdeniz, Türk, Ortadoğu",60,+90 532 564 77 94,60-200,3.5,Vejetaryen Dostu,130.0,130.0
Kaşıbeyaz Bosphorus,"Yeniköy Mah. Köybaşı Cad. No:10 Yeniköy, İstanbul Türkiye,İnternet sitesi,Menü","Türk,Helal",Türk,70,+90 212 299 50 00,100-150,3.5,Helal,125.0,125.0
Kaşıbeyaz,"Barbaros Mahallesi, Şebboy Sokak No: 2 Ataşehir, Watergarden AVM, İstanbul 34746 Türkiye,İnternet sitesi,Menü","Türk,Ortadoğu","Türk, Ortadoğu",60,+90 850 441 2040,100-150,3.5,"Akşam Yemeği, Brunch, İçecekler, Kahvaltı, Öğle Yemeği",125.0,125.0
Kaşıbeyaz Akvaryum,"Yeşilköy Halkalı Cad. No: 93/4 Bakırköy, Florya, İstanbul 34153 Türkiye,İnternet sitesi,Menü","Türk,Helal",Türk,37,+90 850 441 2040,100-150,3.5,Helal,125.0,125.0
Jumbo Künefe,"Eski Londra Asf Cd No:70 Adnan Kahveci Bulvarı, İstanbul 34180 Türkiye,İnternet sitesi,Menü",Türk,Türk,3,+90 212 442 43 04,52-185,3.5,"Öğle Yemeği, Akşam Yemeği",118.5,118.5
Krependeki Kadir'in Yeri,"Hüseyin Ağa Mah. Balık Pazarı Nevizade Sok. No:6/A Tarlabaşı, Beyoğlu, İstanbul Türkiye,İnternet sitesi,Menü","Deniz Mahsülleri,Türk",Akşam Yemeği,3,2436130,,3.5,"Açık Havada Oturma, Oturma, Masaya Servis, Rezervasyonlar",115.0,115.0
Aşşk Kahve,"Muallim Naci Cad. No: 64/B Kuruçeşme, Beşiktaş, İstanbul Türkiye,İnternet sitesi,Menü","Kafe,Uluslararası,Avrupa","Vejetaryen Dostu, Vegan Seçenekleri, Helal, Glütensiz Seçenekler",386,+90 212 265 47 34,,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch, Gece Eğlencesi, İçecekler",110.0,110.0
Vera Restaurant,"Sahne Sok. No:40 Galatasaray, Beyoglu, İstanbul Türkiye,İnternet sitesi",Deniz Mahsülleri,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",57,2512291,,3.5,"Oturma, Alkol Var, Rezervasyonlar, Açık Havada Oturma, Masaya Servis",110.0,110.0
Oxtail Restaurant,"Buyukdere Caddesi, No:201 no169/b sarıyer, İstanbul 34450 Türkiye,İnternet sitesi,Menü",Avrupa,Avrupa,11,+90 212 342 00 44,20-200,3.5,"Kahvaltı, İçecekler, Öğle Yemeği, Akşam Yemeği",110.0,110.0
Buhara 93 Restaurant,"Sultanahmet Mahallesi, Nakilbent Caddesi No: 15/A Sultanahmet, İstanbul Türkiye,İnternet sitesi,Menü","Türk,Ortadoğu,Vejetaryen Dostu","Türk, Ortadoğu",389,+90 212 518 15 11,35-177,3.5,"Vegan Seçenekleri, Helal, Vejetaryen Dostu",106.0,106.0
Yoros Cafe Restaurant,"Feneryolu Cad. Yoros Kalesi yanı Anadolu Kavağı Beykoz Anadolu Kavagi, Beykoz, İstanbul Türkiye,İnternet sitesi","Kafe,Deniz Mahsülleri,Türk","Kahvaltı, Öğle Yemeği, Akşam Yemeği",130,+90 216 320 20 56,,3.5,"Açık Havada Oturma, Oturma, Masaya Servis, Rezervasyonlar, Bebek Sandalyesi Var",106.0,106.0
Key Karaköy Cafe&Restaurant,"Kiliçalipaşa Mescidi Sok No:15, İstanbul 34425 Türkiye,İnternet sitesi","Türk,Vejetaryen Dostu",Türk,70,+90 212 243 34 09,28-184,3.5,Vejetaryen Dostu,106.0,106.0
On Numara Cafe,"Demokrasi Parki Kolonalti Dukkanlari No:1 D:3-4-5 Macka, Besiktas, İstanbul Türkiye,İnternet sitesi,Menü","Kafe,Uluslararası","Kahvaltı, Akşam Yemeği, Brunch",26,2311550,,3.5,"Rezervasyonlar, Oturma, Masaya Servis",106.0,106.0
Boon Cafe & Restaurant,"Çengelköy Mahallesi, Kara Sk. No: 1-A/B Üsküdar, İstanbul Türkiye,İnternet sitesi","Türk,Vejetaryen Dostu",Vejetaryen Dostu,22,+90 216 422 10 40,,3.5,"Oturma, Masaya Servis",106.0,106.0
Tarihi Cumhuriyet Meyhanesi,"Hüseyinağa Mh. Sahne Sokak No: 47 Beyoğlu, İstanbul Türkiye,İnternet sitesi,Menü","Türk,Vejetaryen Dostu,Helal","Vejetaryen Dostu, Helal",140,+90 212 252 08 86,,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",100.0,100.0
Base Gastro Pub,"Şehit Muhtar Mahallesi İmam Adnan Sokak 11 / A, İstanbul 34435 Türkiye,İnternet sitesi","Bar,Bar,Füzyon","Bar, Bar, Füzyon, Gastropub, Yemekli barlar",5,+90 505 584 45 35,50-150,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",100.0,100.0
Tatlı Köşem,"Caferağa Mah. Dr. Esat Işık Cad No:20/D Moda, İstanbul 34710 Türkiye,İnternet sitesi",no input,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",4,+90 216 336 00 27,14-177,3.5,Dışarı Yemek Servisi,95.5,95.5
Pierre Loti Roof Restaurant,"Piyer Loti Cad. No: 1 Çemberlitaş, Sultanahmet, Pierre Loti Hotel, İstanbul 34112 Türkiye,İnternet sitesi","Fransız,Akdeniz,Türk","Fransız, Akdeniz, Türk",405,+90 212 518 57 00,10-180,3.5,Vejetaryen Dostu,95.0,95.0
Zanzibar Cafe Restaurant Bar,"Levazım mh. Koru sk. No:2 Zorlu Center AVM, Kopru Katı, İstanbul 34340 Türkiye,İnternet sitesi","İtalyan,Avrupa,Vejetaryen Dostu","İtalyan, Avrupa",70,+90 444 8 969,40-150,3.5,"Vejetaryen Dostu, Vegan Seçenekleri",95.0,95.0
Necko,"Mumhane caddesi No: 2 Şarap İskelesi Sokak, İstanbul 34425 Türkiye,İnternet sitesi",Türk,Türk,15,+90 532 430 07 12,40-150,3.5,Kahvaltı,95.0,95.0
Burger Lab,"Kemankeş Karamustafa Paşa Mahallesi, Dericiler Sokak No: 10 Beyoğlu, İstanbul 34426 Türkiye,İnternet sitesi,Menü","Amerikan,Fast Food","Öğle Yemeği, Akşam Yemeği",148,+90 212 293 03 13,,3.5,"Paket Yemek, Tekerlekli Sandalye İle Erişim, Oturma",92.5,92.5
The Bro's Restaurant,"Atapark Cad. A Blok No:4/6 Atatürk Mah., İstanbul 34750 Türkiye,İnternet sitesi,Menü",Akdeniz,Akdeniz,35,+90 216 455 33 33,60-120,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, İçecekler",90.0,90.0
Fincan Cafe,"Yalı Cad. No:8 Burgazada, İstanbul Türkiye,İnternet sitesi","Deniz Mahsülleri,Avrupa,Türk","Deniz Mahsülleri, Türk, Avrupa",49,3811350,71-106,3.5,"Akşam Yemeği, Kahvaltı, Öğle Yemeği",88.5,88.5
Havelka,"Bagdat Cad. No:407/A Suadiye, Kadikoy, İstanbul Türkiye,İnternet sitesi,Menü","Bar,Bar,Lokanta","Bar, Bar, Lokanta",6,3859727,35-142,3.5,Akşam Yemeği,88.5,88.5
Hood,"Caferağa Mah. Albay Faik Sözdener Cad. No: 31 Doubletree by Hilton İstanbul, Kadıköy, Moda 12. Kat, İstanbul 34710 Türkiye,İnternet sitesi,Menü","Uluslararası,Türk","Uluslararası, Türk",9,+90 216 542 43 55,35-125,3.5,Rezervasyonlar,80.0,80.0
Huqqa,"Emirgan Mah. Kalamış Sk. No: 1 Sarıyer, İstanbul Türkiye,İnternet sitesi,Menü","Akdeniz,Türk,Helal",Helal,36,+90 212 277 06 66,,3.5,"Öğle Yemeği, Akşam Yemeği",78.0,78.0
Nevizade Restaurant,"Nevizade Sk.No:6/B Beyoğlu, İstanbul Türkiye,İnternet sitesi,Menü",Türk,"Öğle Yemeği, Akşam Yemeği",34,+90 212 251 16 34,,3.5,"Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Masaya Servis",78.0,78.0
Karcma Kriha Restaurant,"Beykoz Yolu No: 19 Polonezköy, İstanbul Türkiye,İnternet sitesi",Uluslararası,Brunch,17,4323281,,3.5,Rezervasyonlar,78.0,78.0
Fiko Ocakbasi,"Yeniköy Mahallesi, Köybaşı Cd. 80/A Eski la vie en Rose Yerinde, İstanbul 34464 Türkiye,İnternet sitesi,Menü","Barbekü,Türk",Akşam Yemeği,7,+90 532 162 70 01,,3.5,"Rezervasyonlar, Oturma, Kredi Kartı Geçerli, Masaya Servis",78.0,78.0
Maa Lounge,"Gazino sokak no.10 Çengelköy mahallesi, İstanbul 34680 Türkiye,İnternet sitesi,Menü","Biftek Restoranı,Türk","Biftek Restoranı, Türk",23,+90 216 422 06 22,34-120,3.5,"Öğle Yemeği, Akşam Yemeği, Kahvaltı, İçecekler",77.0,77.0
Galata Frida House Cafe,"Şahkulu Mahallesi̇, İlk Belediye Cd. No:6/b, İstanbul 34421 Türkiye,İnternet sitesi","İtalyan,Amerikan,Latin","Amerikan, Latin, Avrupa, Türk, İtalyan, Kafe",17,+90 544 778 09 78,4-150,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch, Gece Eğlencesi, İçecekler",77.0,77.0
Sofyalı 9,"Asmalımescit Mah. Sofyalı Sok. No:9, İstanbul 34430 Türkiye,İnternet sitesi,Menü","Akdeniz,Türk","Akdeniz, Türk",139,+90 212 252 38 10,50-100,3.5,"Akşam Yemeği, Öğle Yemeği, Gece Eğlencesi, İçecekler",75.0,75.0
Koço,"Moda Caddesi No: 171/A Kadıköy, İstanbul Türkiye,İnternet sitesi","Deniz Mahsülleri,Akdeniz,Türk","Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",38,+90 216 336 07 95,,3.5,"Rezervasyonlar, Açık Havada Oturma, Oturma, Alkol Var, Masaya Servis, Bebek Sandalyesi Var",75.0,75.0
Pacaci Mahmut Usta,"Hirka-i Serif Mah. Kizanlik Cad. No:16 Fatih Merkez, Fatih, İstanbul 34080 Türkiye,İnternet sitesi,Menü",Türk,"Öğle Yemeği, Akşam Yemeği, İçecekler",48,+90 212 635 46 08,,3.5,"Masaya Servis, Paket Yemek, Rezervasyonlar, Otopark Var, Vale Otopark, Bebek Sandalyesi Var, Aile tarzı, Sigara içilmeyen restoranlar",70.0,70.0
Cafe Bunka,"Şehit Muhtar Mahallesi, Ana Çeşmesi Sokak No: 3 Beyoğlu, İstanbul 34435 Türkiye,İnternet sitesi,Menü","Japon,Suşi,Asya","Japon, Asya, Suşi",32,+90 212 293 32 49,40-100,3.5,"Öğle Yemeği, Akşam Yemeği",70.0,70.0
Şirnaz Ocakbaşı Restaurant,"Ataköy 2.Kısım Çarşısı No: 24, Ataköy, İstanbul Türkiye,İnternet sitesi,Menü",Türk,Türk,24,+90 212 661 60 62,40-100,3.5,"Kahvaltı, Öğle Yemeği, Brunch, İçecekler, Akşam Yemeği",70.0,70.0
Huqqa,"Kuruçeşme Mah. Muallim Naci Caddesi No: 56 Kuruçeşme, İstanbul 34345 Türkiye,İnternet sitesi,Menü","Kafe,Avrupa,Türk","Kafe, Avrupa, Türk",579,+90 212 265 06 66,30-100,3.5,"Vejetaryen Dostu, Vegan Seçenekleri, Helal, Glütensiz Seçenekler",65.0,65.0
Egg&Burger,"Yeni Yuva Sk. 50/B Cihangir Mahallesi, İstanbul 34433 Türkiye,İnternet sitesi","Amerikan,Fast Food","Amerikan, Fast Food",11,+90 212 243 93 33,35-85,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",60.0,60.0
Wom Karaköy,"Kemankeş Mahallesi, Rihtim Caddesi,  Yuva Sokak, No :4F Karakoy, İstanbul 34560 Türkiye,İnternet sitesi","Amerikan,Gastropub","Amerikan, Gastropub",5,+90 534 207 85 93,20-100,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi, İçecekler",60.0,60.0
Cafe Zanzibar,"Caddebostan Mah. Cemil Topuzlu Cad. Köşk Sok. No: 102/A Kadıköy, İstanbul Türkiye,İnternet sitesi,Menü","Kafe,Akdeniz,Avrupa","Vejetaryen Dostu, Helal",82,+90 216 385 64 30,,3.5,"Öğle Yemeği, Akşam Yemeği, Kahvaltı, Brunch",56.0,56.0
Atlas Balık,"Arnavutköy Bebek Caddesi No: 68/A Beşiktaş, İstanbul Türkiye,İnternet sitesi","Deniz Mahsülleri,Türk",Akşam Yemeği,69,+90 212 263 11 44,,3.5,"Rezervasyonlar, Açık Havada Oturma, Oturma, Masaya Servis, Alkol Var",55.0,55.0
Kadikoy Cicek Pasaji,"Caferaga Mah. Misbah Muayyes Sokak No:6, İstanbul 34710 Türkiye,İnternet sitesi","Deniz Mahsülleri,İspanyol,Şarap Barı,Vejetaryen Dostu","Vejetaryen Dostu, Vegan Seçenekleri",7,+90 216 348 63 63,,3.5,"Kahvaltı, Öğle Yemeği, Akşam Yemeği",53.0,53.0
Romantic Cafe,"Nobethane Caddesi Tayahatun Sokak No:28 sirkeci, İstanbul 34122 Türkiye,İnternet sitesi","Kafe,Türk","Türk, Kafe",86,+90 212 527 02 72,5-100,3.5,Akşam Yemeği,52.5,52.5
Gelik Atakoy,"Sail yolu Mobil karsIsI Atakoy, İstanbul Türkiye,İnternet sitesi","Barbekü,Türk,Helal",Helal,328,+90 212 560 72 82,,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi",51.5,51.5
Galata Altın Balık,"Yeni Galata Köprüsü Altı, Karaköy Boğaz Tarafı, Karaköy, İstanbul 00034 Türkiye,İnternet sitesi,Menü","Akdeniz,Avrupa,Türk","Türk, Akdeniz, Avrupa",120,+90 544 528 03 72,20-80,3.5,"Öğle Yemeği, Akşam Yemeği, Gece Eğlencesi, İçecekler",50.0,50.0
Mendirek Balik,"Ataturk Cad. No:42 Rumelifeneri Koyu, Sariyer, İstanbul Türkiye,İnternet sitesi","Deniz Mahsülleri,Türk","Kahvaltı, Öğle Yemeği, Akşam Yemeği, Brunch",71,+90 553 363 82 39,,3.5,"Oturma, Masaya Servis, Rezervasyonlar, Tekerlekli Sandalye İle Erişim",50.0,50.0
